timestamp,elapsed_s,frame_no,class_name,confidence,should_spray,primary_zone,spray_duration_ms,bbox_x,bbox_y,bbox_w,bbox_h,inference_ms
2026-02-24T16:57:47.803,2.63,244,early_blight,0.8783,True,,0,0,0,0,0,10.4
2026-02-24T16:57:47.813,2.64,245,early_blight,0.9615,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.823,2.65,246,early_blight,0.9027,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.834,2.66,247,early_blight,0.9968,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.844,2.67,248,early_blight,0.9917,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.854,2.68,249,early_blight,0.9553,True,,0,0,0,0,0,9.3
2026-02-24T16:57:47.864,2.69,250,early_blight,0.8225,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.875,2.7,251,early_blight,0.7756,True,,0,0,0,0,0,10.2
2026-02-24T16:57:47.889,2.71,252,early_blight,0.9521,True,,0,0,0,0,0,11.9
2026-02-24T16:57:47.900,2.73,253,early_blight,0.9996,True,,0,0,0,0,0,9.7
2026-02-24T16:57:47.910,2.74,254,early_blight,0.9962,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.920,2.75,255,early_blight,0.9792,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.930,2.76,256,early_blight,0.9965,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.940,2.77,257,early_blight,0.9938,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.951,2.78,258,early_blight,0.9997,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.961,2.79,259,early_blight,0.8809,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.971,2.8,260,late_blight,0.5448,False,,0,0,0,0,0,9.4
2026-02-24T16:57:47.982,2.81,261,early_blight,0.94,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.992,2.82,262,early_blight,0.9898,True,,0,0,0,0,0,9.6
2026-02-24T16:57:48.002,2.83,263,early_blight,0.991,True,,0,0,0,0,0,9.3
2026-02-24T16:57:48.012,2.84,264,early_blight,0.9993,True,,0,0,0,0,0,9.4
2026-02-24T16:57:48.023,2.85,265,late_blight,0.9286,True,,0,0,0,0,0,9.8
2026-02-24T16:57:48.034,2.86,266,late_blight,0.6801,False,,0,0,0,0,0,10.1
2026-02-24T16:57:48.044,2.87,267,late_blight,0.8847,True,,0,0,0,0,0,9.6
2026-02-24T16:57:48.055,2.88,268,early_blight,0.8955,True,,0,0,0,0,0,9.6
2026-02-24T16:57:48.065,2.89,269,early_blight,0.9995,True,,0,0,0,0,0,9.6
2026-02-24T16:57:48.076,2.9,270,early_blight,0.9829,True,,0,0,0,0,0,9.9
2026-02-24T16:57:48.086,2.91,271,early_blight,0.6753,False,,0,0,0,0,0,10.3
2026-02-24T16:57:48.103,2.93,272,early_blight,0.9859,True,,0,0,0,0,0,15.5
2026-02-24T16:57:48.119,2.94,273,early_blight,0.9983,True,,0,0,0,0,0,15.4
2026-02-24T16:57:48.141,2.97,274,early_blight,0.9845,True,,0,0,0,0,0,21.0
2026-02-24T16:57:48.160,2.99,275,early_blight,0.9797,True,,0,0,0,0,0,18.0
2026-02-24T16:57:48.171,3.0,276,late_blight,0.6321,False,,0,0,0,0,0,10.6
2026-02-24T16:57:48.184,3.01,277,early_blight,0.7685,True,,0,0,0,0,0,11.3
2026-02-24T16:57:48.194,3.02,278,early_blight,0.6664,False,,0,0,0,0,0,9.9
2026-02-24T16:57:48.205,3.03,279,early_blight,0.9856,True,,0,0,0,0,0,10.0
2026-02-24T16:57:48.217,3.04,280,early_blight,0.9098,True,,0,0,0,0,0,10.7
2026-02-24T16:57:48.228,3.05,281,early_blight,0.9481,True,,0,0,0,0,0,10.1
2026-02-24T16:57:48.239,3.06,282,early_blight,0.9485,True,,0,0,0,0,0,10.2
